h3,value_mean,value_std,value_count,coverage_school,coverage_hospital,coverage_pharmacy,coverage_supermarket,coverage_bus_station,coverage_park,coverage_bank,walkability_variance,accessibility_mean,population_weighted_accessibility
8860145141fffff,42.473232183312305,5.693960714828045,115,0.017391304347826087,0.7565217391304347,0.0,0.0,0.0,0.43478260869565216,0.0,32.421188622005104,44.29060912054745,44.29060912054745
8860145143fffff,41.59884765297175,7.282981419178734,44,0.0,0.6363636363636364,0.045454545454545456,0.0,0.0,0.3409090909090909,0.0,53.04181835210269,43.668336270648474,43.668336270648474
8860145145fffff,45.132310472721834,5.343261854389246,81,0.024691358024691357,0.8395061728395061,0.0,0.0,0.0,0.4691358024691358,0.0,28.550447244571195,46.871116667424374,46.87111666742437
8860145147fffff,31.850360831185878,2.780756464414293,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73260651438188,33.31398377861754,33.31398377861753
8860145149fffff,55.11479288927816,3.6393831381065667,71,0.971830985915493,0.5492957746478874,0.0,0.4507042253521127,0.0,1.0,0.3380281690140845,13.2451096259344,57.17348860769406,57.17348860769406
886014514bfffff,42.813268075293024,5.277597598714133,50,0.32,0.3,0.0,0.5,0.0,0.94,0.0,27.85303641395318,44.99692816810118,44.996928168101164
886014514dfffff,61.733125246117794,5.761164755914352,127,0.5275590551181102,1.0,0.7244094488188977,0.4566929133858268,0.0,0.8976377952755905,0.7952755905511811,33.19101934478968,64.10302073999534,64.10302073999534
8860145151fffff,59.1528598453826,2.8429026552848264,12,0.9166666666666666,1.0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.9166666666666666,8.082095507425516,62.392264640568555,62.392264640568555
8860145155fffff,54.76703669590829,4.170418702041911,140,0.6142857142857143,1.0,0.09285714285714286,0.7571428571428571,0.0,0.2785714285714286,0.40714285714285714,17.392392150340935,57.192803988221584,57.19280398822159
8860145157fffff,57.14066272983124,2.1767198208790766,40,1.0,0.75,0.425,0.875,0.0,0.975,0.75,4.738109178607838,59.964550862716905,59.964550862716905
886014515dfffff,48.61540720544175,10.029201002348964,20,0.0,0.8,0.8,0.0,0.0,0.0,0.0,100.58487274551746,51.885664926390824,51.88566492639082
8860145161fffff,50.981447988663085,5.122708917375538,122,0.39344262295081966,0.20491803278688525,0.0,0.7295081967213115,0.0,1.0,0.0,26.242146652158848,52.47975622073193,52.47975622073193
8860145163fffff,45.110979668925346,2.611946344179414,106,1.0,0.0660377358490566,0.0,0.0,0.0,1.0,0.0,6.822263704872206,46.663591054951844,46.66359105495186
8860145165fffff,70.74872696795978,6.532811593351253,103,1.0,1.0,0.4854368932038835,0.4563106796116505,0.4563106796116505,0.883495145631068,0.5728155339805825,42.677627314224544,73.00964633109999,73.00964633109997
8860145167fffff,53.4829188012731,2.6190145470998414,116,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.859237197920588,54.87063565015688,54.870635650156885
8860145169fffff,54.97862976616499,5.236776823809578,97,1.0,0.5463917525773195,0.0,0.7731958762886598,0.0,1.0,0.0,27.42383150238913,56.73196408461227,56.73196408461227
886014516bfffff,39.544242408651044,4.137528663948778,18,0.8888888888888888,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,17.119143444997764,41.33852008763755,41.33852008763755
886014516dfffff,62.138644395837936,2.0982007256889674,66,0.6212121212121212,0.9848484848484849,0.015151515151515152,0.9090909090909091,0.030303030303030304,0.8939393939393939,0.015151515151515152,4.402446285281709,63.72620306181672,63.726203061816705
8860145185fffff,50.07098772736131,,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,53.49249100533844,53.49249100533844
88601451a9fffff,36.919270020220196,3.3365133588446723,65,0.9230769230769231,0.0,0.0,0.03076923076923077,0.0,0.0,0.0,11.132321393748958,38.5259907220103,38.5259907220103
88601451adfffff,42.55692438430541,2.335217789236634,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.4532421231672314,44.0390239271647,44.0390239271647
88601451c5fffff,37.481734789640385,1.3061811589853634,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7061092200883472,39.78903497814445,39.78903497814445
88601451cdfffff,46.60921452074929,6.736691755406365,14,0.0,1.0,0.14285714285714285,0.5,0.0,0.2857142857142857,0.14285714285714285,45.38301580736008,49.29270816498627,49.29270816498627
88601451e1fffff,42.24754411632679,4.057105726829578,15,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,16.460106878673358,43.34616096321536,43.34616096321536
88601451e3fffff,41.013717819656925,4.094464105006432,21,0.8571428571428571,0.0,0.14285714285714285,0.19047619047619047,0.0,0.0,0.0,16.764636307186123,43.075383697914646,43.075383697914646
88601451e5fffff,55.65821815566534,7.556855987403704,56,0.6607142857142857,1.0,0.23214285714285715,0.2857142857142857,0.0,0.05357142857142857,0.35714285714285715,57.10607241435921,57.36302975265847,57.36302975265847
88601451e7fffff,52.6756989667885,5.1155011411940405,14,0.21428571428571427,1.0,0.0,0.7857142857142857,0.0,0.0,0.0,26.168351925557527,54.40562644757447,54.40562644757447
88601451e9fffff,38.89869877653838,2.2793140194528725,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.19527239927441,40.9826520533956,40.9826520533956
88601451edfffff,39.904102979377356,3.572077020691035,67,0.6268656716417911,0.0,0.0,0.0,0.0,0.9701492537313433,0.0,12.75973424174894,41.548459022493034,41.54845902249305
8860145307fffff,29.228099602460468,9.427248440884325,13,0.23076923076923078,0.23076923076923078,0.0,0.0,0.6153846153846154,0.0,0.0,88.87301316615593,30.272502837558655,30.272502837558662
8860145321fffff,58.383518440251365,9.686038125919698,74,0.7162162162162162,1.0,0.6486486486486487,0.7162162162162162,0.0,0.6216216216216216,0.22972972972972974,93.81933457676996,61.668844827505346,61.66884482750536
8860145323fffff,61.46880050357815,8.60075979656532,7,0.7142857142857143,1.0,0.5714285714285714,0.7142857142857143,0.0,1.0,0.7142857142857143,73.97306907821432,65.31976467106296,65.31976467106297
8860145325fffff,46.730747490884625,7.452742583533229,81,0.32098765432098764,0.6172839506172839,0.24691358024691357,0.037037037037037035,0.0,0.5432098765432098,0.0,55.54337201640955,49.078616105927495,49.078616105927495
8860145327fffff,55.87845157582052,7.865907262294218,79,0.9113924050632911,0.5822784810126582,0.3924050632911392,0.24050632911392406,0.0,0.8354430379746836,0.4177215189873418,61.87249705901293,58.63479125675313,58.63479125675314
8860145329fffff,34.11211449578104,3.996697269814824,74,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,15.97358906654527,35.25071606675795,35.25071606675795
886014532bfffff,46.9368890029536,25.55403625402353,5,0.6,0.6,0.6,0.6,0.0,0.6,0.6,653.008768871949,54.14727914708906,54.14727914708906
886014532dfffff,39.21387077350879,4.0060408710871585,109,0.1926605504587156,0.30275229357798167,0.0,0.0,0.0,0.0,0.0,16.048363460820756,40.91958152706828,40.91958152706828
8860145331fffff,37.099805116724,8.754843466297771,4,0.75,0.75,0.0,0.0,0.0,0.0,0.0,76.64728411937676,40.15484114816606,40.15484114816606
8860145335fffff,50.3080304524366,5.6129528628043825,26,0.8846153846153846,0.34615384615384615,0.0,0.8461538461538461,0.0,0.8846153846153846,0.0,31.50523984006392,52.771067550507574,52.771067550507574
8860145337fffff,41.721819700495274,2.090443246958787,16,0.125,0.9375,0.0,0.125,0.0,1.0,0.0,4.369952968755595,44.70140476678913,44.70140476678913
8860145339fffff,25.114557507963983,1.9780165027528345,9,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,3.912549285162554,24.63549241649593,24.63549241649593
886014533dfffff,32.585653013051385,2.2393228370029234,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.014566768322821,33.95770635074071,33.95770635074071
8860145361fffff,23.045420107989685,4.38525401273856,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.230452756239647,21.94232527993432,21.942325279934323
8860145363fffff,23.007858640978416,1.4829546030831047,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1991543548053682,21.693588234898368,21.693588234898364
8860145365fffff,34.35141194354741,2.770347879254238,85,0.9411764705882353,0.0,0.0,0.0,0.0,0.27058823529411763,0.0,7.674827372088454,35.76439944883798,35.76439944883798
8860145367fffff,30.43481287114699,2.5213192172526013,55,0.5272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,6.35705059528727,30.991300610884277,30.991300610884277
886014536dfffff,32.65906942104812,1.9512811602722395,9,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,3.807498166433377,34.12004425698456,34.12004425698456
8860145801fffff,47.81907173822884,3.0001636678629264,57,0.2982456140350877,0.9473684210526315,0.0,0.0,0.0,0.9298245614035088,0.017543859649122806,9.000982033964727,49.04345996322884,49.04345996322884
8860145803fffff,50.91349767346741,1.3704257261572126,169,0.1893491124260355,1.0,0.0,0.0,0.0,1.0,0.1834319526627219,1.8780666709135236,52.63413812692567,52.63413812692567
8860145805fffff,51.129612347248454,3.728487793359374,154,0.3051948051948052,0.8766233766233766,0.12337662337662338,0.24025974025974026,0.0,0.045454545454545456,0.05844155844155844,13.901621225229855,52.24637773312889,52.24637773312888
8860145807fffff,49.899529425473645,3.1769059665860073,133,0.556390977443609,1.0,0.0,0.0,0.0,0.2857142857142857,0.3533834586466165,10.092731520529775,51.34804089423316,51.34804089423316
8860145809fffff,54.13645715576951,2.5007236934808805,71,0.36619718309859156,1.0,0.0,0.22535211267605634,0.0,0.704225352112676,0.5352112676056338,6.253618991136657,55.51031254298122,55.510312542981225
886014580bfffff,56.33798166358814,5.017790297558924,103,0.9902912621359223,1.0,0.0,0.0,0.0,1.0,0.7572815533980582,25.17821947027647,58.59285768261246,58.592857682612475
886014580dfffff,59.77912498012067,4.9423209332638285,127,0.2677165354330709,0.7874015748031497,0.5039370078740157,0.6850393700787402,0.0,0.7952755905511811,0.6692913385826772,24.426536207377836,61.348229151058014,61.348229151058014
8860145811fffff,49.92024145444132,5.949155299902469,44,0.045454545454545456,0.6590909090909091,0.2727272727272727,0.0,0.0,1.0,0.4090909090909091,35.39244878235764,51.63958214385029,51.63958214385029
8860145813fffff,64.8887959128369,3.486401257412876,120,0.9416666666666667,0.9916666666666667,0.6333333333333333,0.5666666666666667,0.0,0.875,1.0,12.154993727690085,66.84535506587545,66.84535506587545
8860145815fffff,44.738678134862894,3.3148208615452766,103,0.0,0.9611650485436893,0.0,0.0,0.0,0.6796116504854369,0.02912621359223301,10.988037344135769,46.39027054801735,46.39027054801735
8860145817fffff,45.60812908192653,4.911871518507573,128,0.0234375,0.171875,0.203125,0.0,0.0,1.0,0.1015625,24.1264818143259,47.30492075355672,47.30492075355673
8860145819fffff,40.973147846993136,2.9437328015072852,146,0.2602739726027397,0.4452054794520548,0.0,0.0,0.0,1.0,0.0,8.66556280666993,42.583872490910586,42.583872490910586
886014581bfffff,48.75465848743909,8.58475163458715,88,0.22727272727272727,0.3977272727272727,0.07954545454545454,0.0,0.0,0.8409090909090909,0.38636363636363635,73.69796062754673,50.47126055499109,50.47126055499109
886014581dfffff,44.85720995932335,1.7597932409429364,86,0.11627906976744186,1.0,0.0,0.0,0.0,0.9883720930232558,0.0,3.0968722508684436,46.81977074118774,46.819770741187746
8860145821fffff,60.46283115849179,3.044855606555735,159,0.1509433962264151,1.0,0.0,0.9182389937106918,0.0,0.9685534591194969,0.7610062893081762,9.271145664773893,62.36914889250927,62.36914889250927
8860145823fffff,57.472699352902914,2.0566387790361524,95,1.0,1.0,0.0,0.09473684210526316,0.4631578947368421,0.5684210526315789,0.042105263157894736,4.229763067435316,59.01978760230633,59.01978760230633
8860145825fffff,58.06973241337732,4.012864211439434,43,0.0,1.0,0.0,0.7209302325581395,0.0,1.0,0.813953488372093,16.10307917945143,60.092020964162984,60.09202096416298
8860145827fffff,60.07354333398999,3.5027914547901635,77,0.4025974025974026,1.0,0.0,0.6883116883116883,0.0,1.0,0.8181818181818182,12.26954797575099,61.93234435977031,61.93234435977031
8860145829fffff,56.28138113230129,2.5109889290824374,139,0.8345323741007195,1.0,0.0,0.09352517985611511,0.0,0.4244604316546763,0.007194244604316547,6.3050654019745656,57.66389253026483,57.66389253026483
886014582bfffff,53.38398106027284,2.706133346902364,147,0.9931972789115646,1.0,0.0,0.0,0.027210884353741496,0.9863945578231292,0.0,7.3231576912169905,54.735915239755194,54.735915239755194
886014582dfffff,57.63441027946145,2.843290818372903,153,0.006535947712418301,1.0,0.0,0.20915032679738563,0.09803921568627451,1.0,0.9477124183006536,8.084302677843652,59.04834628748924,59.04834628748924
8860145831fffff,55.703684405228664,3.2365997139893943,149,0.3087248322147651,0.9865771812080537,0.2214765100671141,0.22818791946308725,0.08053691275167785,0.0,0.19463087248322147,10.475577708596228,56.7453323150521,56.7453323150521
8860145833fffff,58.06029643703454,8.232312181164183,115,0.25217391304347825,1.0,0.5130434782608696,0.6173913043478261,0.0,0.5217391304347826,0.24347826086956523,67.77096384814419,60.03102311628872,60.03102311628872
8860145835fffff,59.27653112236433,2.009699590480154,107,0.2336448598130841,0.8317757009345794,0.3925233644859813,0.04672897196261682,0.4392523364485981,0.6728971962616822,0.5233644859813084,4.038892443976099,60.60453614149929,60.60453614149929
8860145837fffff,65.15712394822398,6.176746533427549,86,0.10465116279069768,1.0,1.0,1.0,0.0,0.06976744186046512,0.7790697674418605,38.152197738209246,67.30412964721565,67.30412964721566
8860145839fffff,55.20801666090853,4.141432736783153,158,0.9493670886075949,1.0,0.0,0.0,0.006329113924050633,0.05063291139240506,0.8670886075949367,17.151465113299196,57.00287739090194,57.00287739090195
886014583bfffff,42.8949244916954,3.346078695593434,129,0.031007751937984496,0.7131782945736435,0.0,0.0,0.0,0.1937984496124031,0.0,11.196242637104257,44.07712433863824,44.077124338638235
886014583dfffff,58.56493664042607,2.5480268588484067,148,0.8108108108108109,1.0,0.0,0.0,0.8040540540540541,0.1554054054054054,0.25675675675675674,6.492440873412878,60.12137833634531,60.121378336345295
8860145841fffff,78.04484428196704,4.269774490578155,157,0.9808917197452229,1.0,0.8535031847133758,1.0,0.0,1.0,1.0,18.230974200391945,80.72659684736524,80.72659684736524
8860145843fffff,66.64171845623744,3.5613932695202997,97,0.6391752577319587,1.0,0.27835051546391754,0.845360824742268,0.0,0.8350515463917526,0.711340206185567,12.68352202018449,68.48899497227448,68.4889949722745
8860145845fffff,81.53646830740405,4.150525508431754,149,1.0,1.0,0.9865771812080537,1.0,0.7919463087248322,0.9932885906040269,1.0,17.22686199614267,84.40010768726572,84.40010768726572
8860145847fffff,66.7368476270671,5.824243864966524,174,0.3620689655172414,1.0,0.05172413793103448,0.9942528735632183,0.21839080459770116,0.5517241379310345,0.9770114942528736,33.921816598600195,68.68197603025119,68.68197603025119
8860145849fffff,83.96136174395969,2.563950947535477,133,1.0,1.0,1.0,1.0,0.3082706766917293,1.0,1.0,6.573844461368069,87.11859040890714,87.11859040890715
886014584bfffff,77.97555943760445,4.247778610250312,173,0.861271676300578,1.0,0.9364161849710982,1.0,0.0,1.0,1.0,18.04362312170007,80.66298057699103,80.66298057699103
886014584dfffff,76.95955195105589,3.897309123427762,165,1.0,1.0,0.9939393939393939,1.0,0.0,1.0,1.0,15.189018403553272,79.52998872184337,79.52998872184337
8860145851fffff,70.30161204546872,3.655170604178164,145,0.9862068965517241,1.0,0.8,0.04827586206896552,0.21379310344827587,1.0,0.8206896551724138,13.360272145648166,72.50714555043471,72.50714555043471
8860145853fffff,56.46223738300143,6.480251946077922,176,0.5227272727272727,1.0,0.0,0.0,0.0,1.0,0.5965909090909091,41.993665284646696,58.13184618993524,58.13184618993523
8860145855fffff,63.01096591165601,4.301565735430168,131,1.0,1.0,0.35877862595419846,0.0,0.0,0.8625954198473282,0.5954198473282443,18.503467776226884,64.91632361481373,64.91632361481373
8860145857fffff,53.628292175780366,4.878104337384745,172,1.0,1.0,0.011627906976744186,0.0,0.0,1.0,0.6046511627906976,23.79590192641186,55.56104534691327,55.561045346913275
8860145859fffff,72.82758914004,5.299051227589676,124,0.7741935483870968,1.0,0.3064516129032258,0.8467741935483871,0.8629032258064516,1.0,0.5887096774193549,28.079943912619658,75.19010904561426,75.19010904561426
886014585bfffff,69.748892156495,3.514141856283645,140,0.5714285714285714,1.0,0.007142857142857143,0.7571428571428571,0.2642857142857143,1.0,0.9857142857142858,12.349192986084661,71.81602227226168,71.81602227226169
886014585dfffff,68.15219117322287,2.891433128051745,150,0.5066666666666667,1.0,0.64,0.5466666666666666,0.32,0.86,0.29333333333333333,8.360385533995098,69.99335114368264,69.99335114368264
8860145861fffff,71.61843786534496,4.406733080605934,181,1.0,1.0,0.34806629834254144,0.6961325966850829,0.0,1.0,1.0,19.41929644370667,73.77733835086474,73.77733835086474
8860145863fffff,63.40258484392358,5.748828240775793,180,0.8444444444444444,1.0,0.5111111111111111,0.7277777777777777,0.0,0.8055555555555556,0.6166666666666667,33.0490261419413,65.1832473944455,65.18324739444549
8860145865fffff,79.53243931239773,5.501517428110374,180,1.0,1.0,0.9388888888888889,0.9944444444444445,0.3277777777777778,1.0,0.9944444444444445,30.26669401180218,82.29845571219369,82.29845571219369
8860145867fffff,62.51676689553335,5.314056155841653,126,0.6111111111111112,0.9920634920634921,0.29365079365079366,0.14285714285714285,0.2857142857142857,0.9920634920634921,0.6666666666666666,28.239192827438572,64.14668290852534,64.14668290852534
8860145869fffff,79.01177543825979,3.9682031605972843,177,1.0,1.0,0.9378531073446328,1.0,0.13559322033898305,1.0,1.0,15.746636323774275,81.71585248324787,81.71585248324789
886014586bfffff,72.50086282506217,4.700018538407046,172,1.0,1.0,0.4127906976744186,0.813953488372093,0.5058139534883721,1.0,1.0,22.090174261369903,74.65488674617151,74.6548867461715
886014586dfffff,77.47592302202797,2.3819727922465823,160,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.6737943830029804,80.13339050446196,80.13339050446196
88601458c1fffff,57.48736170540093,3.457192352145948,34,0.5882352941176471,1.0,0.0,0.4117647058823529,0.0,1.0,0.7058823529411765,11.952178959736433,59.15332233586656,59.15332233586656
88601458c5fffff,65.79298980214989,5.808423871568935,135,1.0,1.0,0.0,1.0,0.0,0.6444444444444445,0.8666666666666667,33.737787871811854,68.20381432754843,68.20381432754843
88601458c7fffff,53.24934203572574,3.636542337795219,14,0.6428571428571429,1.0,0.0,1.0,0.0,0.35714285714285715,0.07142857142857142,13.224440174577115,55.243039672678094,55.243039672678094
88601458c9fffff,49.039724898646135,3.080625751073234,88,0.26136363636363635,0.9659090909090909,0.0,0.0,0.5227272727272727,0.2159090909090909,0.0,9.490255018175528,50.52874906429679,50.52874906429679
88601458cdfffff,62.25655214796154,5.850372571594696,140,0.8428571428571429,0.9928571428571429,0.0,0.6,0.0,0.9214285714285714,0.8142857142857143,34.22685922646754,64.06759518320048,64.06759518320047
88601458e1fffff,36.44678425538397,3.3752805045777485,134,0.6268656716417911,0.0,0.0,0.0,0.0,0.6716417910447762,0.0,11.392518484582622,38.08517411462322,38.08517411462322
88601458e5fffff,42.500020567493486,6.561633288058475,103,0.32038834951456313,0.32038834951456313,0.0,0.17475728155339806,0.0,0.33980582524271846,0.0,43.05503140695708,44.31630940307941,44.316309403079394
88601458e7fffff,33.0550085589158,2.4701708804477884,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1017441786122015,34.116983648632626,34.11698364863262
88601458e9fffff,52.35982226670792,7.399385298665902,98,0.9387755102040817,0.8061224489795918,0.10204081632653061,0.3673469387755102,0.0,0.3877551020408163,0.20408163265306123,54.75090279811309,54.37842438205686,54.378424382056856
88601458ebfffff,45.91625196192247,4.355454738955123,37,0.9459459459459459,0.35135135135135137,0.0,0.5945945945945946,0.0,0.0,0.0,18.969985983086634,47.94402212628066,47.94402212628066
88601458edfffff,38.64368143842954,1.8974899253312403,160,0.075,0.01875,0.0,0.0,0.0,1.0,0.0,3.6004680167335557,40.31671502407305,40.316715024073055
8860145901fffff,64.6021117605959,4.853435004240058,106,1.0,1.0,0.0,0.9622641509433962,0.9245283018867925,0.9716981132075472,0.0,23.555831340382692,66.62706573874992,66.62706573874992
8860145903fffff,46.52282882272433,5.003633532513437,57,0.9649122807017544,0.3508771929824561,0.0,0.0,0.0,0.3157894736842105,0.0,25.03634852769289,48.09994148534385,48.09994148534385
8860145905fffff,68.42576183647326,3.0414414298803103,27,1.0,1.0,0.9259259259259259,0.7777777777777778,0.07407407407407407,1.0,0.8518518518518519,9.250365971392387,70.40138793648691,70.40138793648691
8860145907fffff,53.527303807680894,4.894928676678935,37,0.918918918918919,0.918918918918919,0.05405405405405406,0.5135135135135135,0.0,0.6756756756756757,0.02702702702702703,23.96032674977379,55.15060117886109,55.15060117886109
8860145909fffff,59.042466965490966,7.158352661360752,137,0.43795620437956206,0.8394160583941606,0.6058394160583942,0.781021897810219,0.1386861313868613,0.15328467153284672,0.029197080291970802,51.24201282441056,60.67012014608653,60.670120146086546
886014590bfffff,48.06946192014591,5.373098750930571,8,0.75,0.375,0.0,0.0,0.0,0.5,0.25,28.870190187251662,49.7973517338401,49.7973517338401
886014590dfffff,68.24844830206113,3.1524249849291475,70,1.0,1.0,0.44285714285714284,1.0,0.4142857142857143,0.5857142857142857,0.2571428571428571,9.937783285605535,70.13334449032052,70.13334449032051
8860145911fffff,71.62332679455425,4.010256163555478,51,0.9019607843137255,1.0,0.5098039215686274,1.0,0.7647058823529411,0.0784313725490196,1.0,16.0821544973347,73.8640705483531,73.86407054835311
8860145913fffff,65.22192091745251,5.804125142001182,88,0.022727272727272728,1.0,0.17045454545454544,0.9772727272727273,0.06818181818181818,0.5113636363636364,0.9659090909090909,33.687868664010246,67.15522720051352,67.15522720051352
8860145915fffff,56.68029987369594,9.011789913253171,44,0.11363636363636363,0.6590909090909091,0.22727272727272727,0.5,0.4318181818181818,0.7954545454545454,0.3409090909090909,81.2123574406116,58.861486496398534,58.86148649639852
8860145917fffff,65.09702736661573,5.24066968740592,85,0.0,1.0,0.9058823529411765,0.5294117647058824,0.11764705882352941,0.9647058823529412,0.27058823529411763,27.464618772495264,67.01727095657715,67.01727095657714
8860145919fffff,69.92553137347518,4.926334762632004,62,0.9032258064516129,1.0,0.6774193548387096,0.9032258064516129,0.41935483870967744,0.7741935483870968,0.8387096774193549,24.268774193516524,72.01230985210697,72.01230985210697
