osmid,walkability,accessibility_score,equity_score,travel_time_min
7331215226,0.20365318365283122,0.0018213099527705735,0.99999612618106,50.4517875
7298266908,0.203932917745873,0.0016571592517051544,1.0,45.9504875
4948727356,0.22112468216180128,0.0018543400057650374,0.9999998330331078,45.59821250000001
4948727361,0.2211945182191131,0.0018779189954871206,0.9999998330331078,44.92217500000001
5810244695,0.20426845728494908,0.0018087790876098093,0.9999999547810976,44.190175
2250670196,0.20601048990608456,0.0019243476567083458,0.923408195629348,43.641050000000014
3818748083,0.2044489480903412,0.0018436746635670804,0.9999999547810976,43.12403750000001
4948727366,0.2229493992761021,0.001949871153534567,0.923408195629348,42.96365000000001
7298266837,0.1927513799535155,0.0017500904691619922,0.9411591784563217,42.79248750000001
2248172205,0.19310484029649969,0.0017621266628189524,0.9411591784563217,42.4089875
7298266857,0.20457770803056155,0.0017657357958137895,0.9999999625363708,42.29506249999999
4948727357,0.22292220523326106,0.001976778338727766,0.923408195629348,42.269137500000014
12260393126,0.20436145601376124,0.001976968096331918,0.9999999271370854,42.09693750000001
2250670130,0.22304358076354916,0.001984386971141024,0.923408195629348,42.076287500000014
11817686538,0.20262296773868083,0.0021445264048390233,0.991210564036177,41.71798750000001
4948727360,0.23969205266457017,0.002003761888074251,0.923408195629348,41.592062500000004
9805550181,0.20460848915448493,0.0017894439124713593,0.9999999625363708,41.5587
2248172153,0.22648258814573843,0.0018084028746362495,0.9411591784563217,40.98445000000001
2248172150,0.22671205690287016,0.001808845738017897,0.9411591784563217,40.971187500000006
11946864949,0.14743654704276676,0.0018123004668331379,0.7134143314379925,40.8679625
4948727359,0.22320940243603465,0.0020393422390464345,0.923408195629348,40.727675000000005
4948727364,0.20727035597934718,0.0020437512670922983,0.923408195629348,40.62273750000001
2248172072,0.22656994083357093,0.0018327551340255124,0.9411591784563217,40.2651875
4948727362,0.23511612355844205,0.002062446764367648,0.9811906352850416,40.182950000000005
3818748069,0.23793206325659869,0.0019548976679797047,0.9999999547810976,39.98485000000001
11271112790,0.2343424497082804,0.0023788082346431127,0.9816298917523032,39.8590375
7298266863,0.238439251120159,0.0018474488453669286,0.9999999625363708,39.8408625
7298266853,0.23847613070378168,0.0018571003646180063,0.9999999625363708,39.566
2248172084,0.22691881911721234,0.0018616628890195126,0.9411591784563217,39.437112500000005
2250670133,0.22330912177578108,0.002102422772759009,0.923408195629348,39.269825000000004
7298266847,0.25485112044027725,0.00188221136503309,0.9999999625363708,38.8648125
2250670268,0.2183482631262956,0.0021231038418824018,0.9811906352850416,38.81146250000001
9805550176,0.1944545484609017,0.0018850163664481305,0.9411591784563217,38.78771250000001
11946864945,0.2379412890740955,0.0018912476820409196,0.9999761337189227,38.6173
2248172081,0.2381624173960157,0.0019040257788863575,0.9999999625363708,38.2715375
2248172229,0.22691044404979768,0.0019049600357713527,0.9411591784563217,38.24645
9805550172,0.22781784665695476,0.0019075374069756647,0.9411591784563217,38.177375000000005
2248276647,0.19483026502520553,0.0019153309867800648,0.9411591784563217,37.9697
2248172232,0.22687714422731534,0.001927860175475932,0.9411591784563217,37.63956250000001
2250670121,0.23483030278863043,0.002181444166375336,0.9811906352850416,37.567175000000006
7298266764,0.22632734263478663,0.001935233841478677,0.9411591784563217,37.447387500000005
10208792387,0.2073316713455113,0.0019413780354494692,0.9999999625363708,37.2884375
10208792391,0.20854011021800054,0.0019462307623067015,0.9999999625363708,37.16365
10208792388,0.23975167568245584,0.0019566737073002634,0.9999999625363708,36.897337500000006
7484505099,0.18596283048622292,0.0024448140587838814,0.9039466112250486,36.408300000000004
11432074477,0.21830918171874755,0.002601708775026939,0.897627703584074,36.194225
10208792383,0.23842540349531294,0.002005648607794053,0.9999999625363708,35.6876625
11271112835,0.21836018158429535,0.0026766451391132522,0.897627703584074,35.10122500000001
10173255727,0.20723796970916292,0.0023419731361712334,0.9999998415111451,34.494837499999996
7465821546,0.20701629940537383,0.0023595652134262455,0.9999998415111451,34.1780125
7465515110,0.21166684876725977,0.0023611659490430275,0.9999998415111451,34.149424999999994
10173255726,0.24153693383851502,0.002369799415936268,0.9999998415111451,33.99592499999999
7298266760,0.2437183132639044,0.0020800390327257905,0.9411591784563217,33.96606250000001
10173255725,0.2071360831395667,0.0023825688114997943,0.9999998415111451,33.77098749999999
11383168993,0.20685047626691935,0.0023890602165086107,0.9999998415111451,33.6575875
7465515109,0.2409417552309164,0.0023920900699468503,0.9999998415111451,33.60487499999999
11432074469,0.16543974726267763,0.0027873552054675558,0.6314992002264832,33.5956625
2250670413,0.2354554567973462,0.0023992266706630034,0.9811906352850416,33.478750000000005
11383168994,0.20663679322515446,0.002399373963300868,0.9999998415111451,33.47871249999999
7279291027,0.20526396019621765,0.0016759346079032096,0.9999999784901512,33.41802500000001
